proposal_1_id,proposal_2_id,proposal_1_title,proposal_2_title,proposal_1_who,proposal_2_who,tfidf_similarity,embedding_similarity,keyword_overlap_count,keyword_jaccard,topic_similarity
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_02,Synthesis of Molecular Data for Cancer Cell Evolution,Cross-Disciplinary Analysis of Microbiome Data for Human Health,ai,ai,0.2440523527271907,0.7188352051013904,6,0.17647058823529413,0.026587855204915897
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_03,Synthesis of Molecular Data for Cancer Cell Evolution,Integration of Genomic Data for Understanding Neurodegenerative Diseases,ai,ai,0.2656042223808189,0.7610295460959514,7,0.21212121212121213,0.9999941628734748
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_04,Synthesis of Molecular Data for Cancer Cell Evolution,Synthesis of Proteomic Data for Drug Discovery,ai,ai,0.2060006828135773,0.7141010759100669,2,0.05263157894736842,0.02858609227531357
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_05,Synthesis of Molecular Data for Cancer Cell Evolution,Integration of Epigenetic Data for Understanding Aging,ai,ai,0.26334482832394535,0.7978835475758154,6,0.17647058823529413,0.02616010072850172
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_06,Synthesis of Molecular Data for Cancer Cell Evolution,Cross-Disciplinary Analysis of Metagenomic Data for Environmental Health,ai,ai,0.2336694918906845,0.7633419385334295,5,0.14285714285714285,0.029269694415514396
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_07,Synthesis of Molecular Data for Cancer Cell Evolution,Synthesis of Transcriptomic Data for Understanding Immune Response,ai,ai,0.2541865093513503,0.7704279245237573,3,0.08108108108108109,0.999995401138102
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_08,Synthesis of Molecular Data for Cancer Cell Evolution,Integration of Metabolomic Data for Understanding Metabolic Diseases,ai,ai,0.2067198070364925,0.7498388961336363,5,0.14285714285714285,0.026088651072960507
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_09,Synthesis of Molecular Data for Cancer Cell Evolution,Cross-Disciplinary Analysis of Genomic Data for Precision Medicine,ai,ai,0.2682760418549756,0.8182120748748387,4,0.1111111111111111,0.9999995387021401
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_10,Synthesis of Molecular Data for Cancer Cell Evolution,Synthesis of Proteomic Data for Understanding Protein-Protein Interactions,ai,ai,0.19479953456981172,0.7380154769787169,3,0.08108108108108109,0.025732022865536993
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_01_2,Synthesis of Molecular Data for Cancer Cell Evolution,Synthesis of Molecular Data for Understanding Cancer Progression,ai,ai,0.376218222047243,0.8988976259014942,3,0.08108108108108109,0.026131289391083445
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_02_2,Synthesis of Molecular Data for Cancer Cell Evolution,Cross-Disciplinary Approach to Unraveling the Mysteries of Neurodegenerative Diseases,ai,ai,0.24991118523953212,0.7621747083082743,4,0.1111111111111111,0.02556676351635797
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_03_2,Synthesis of Molecular Data for Cancer Cell Evolution,Data Synthesis for Understanding the Molecular Mechanisms of Aging,ai,ai,0.2082959273546501,0.7634806645715158,4,0.1111111111111111,0.026339162314633062
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_04_2,Synthesis of Molecular Data for Cancer Cell Evolution,Synthesis of Molecular Data for Understanding the Impact of Environmental Factors on Human Health,ai,ai,0.23023804316180432,0.8007127727086919,3,0.08108108108108109,0.026495320048923684
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_05_2,Synthesis of Molecular Data for Cancer Cell Evolution,Data Synthesis for Understanding the Molecular Mechanisms of Drug Resistance,ai,ai,0.24399600251674886,0.8113949670940098,4,0.1111111111111111,0.026795430144596163
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_06_2,Synthesis of Molecular Data for Cancer Cell Evolution,Cross-Disciplinary Approach to Unraveling the Mysteries of Genetic Disorders,ai,ai,0.3044692180921874,0.8284433085337803,4,0.1111111111111111,0.024298083396243057
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_07_2,Synthesis of Molecular Data for Cancer Cell Evolution,Data Synthesis for Understanding the Molecular Mechanisms of Immune Response,ai,ai,0.26843621214259156,0.7569080553952294,4,0.1111111111111111,0.025285777673560633
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_08_2,Synthesis of Molecular Data for Cancer Cell Evolution,Synthesis of Molecular Data for Understanding the Impact of Lifestyle Factors on Human Health,ai,ai,0.23137536194109823,0.7766879594053635,3,0.08108108108108109,0.02682503702909892
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_09_2,Synthesis of Molecular Data for Cancer Cell Evolution,Data Synthesis for Understanding the Molecular Mechanisms of Metabolic Disorders,ai,ai,0.2464185088047563,0.7847279384286497,5,0.14285714285714285,0.0254931675528868
ai_generate_ideas_no_role_gpt_01,ai_generate_diverse_ideas_gpt_10_2,Synthesis of Molecular Data for Cancer Cell Evolution,Cross-Disciplinary Approach to Unraveling the Mysteries of Cardiovascular Diseases,ai,ai,0.2788849531167276,0.7839287564301656,4,0.1111111111111111,0.02638052030688404
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_01,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthesis of Molecular Data for Cancer Cell Evolution,ai,ai,0.21564120970865286,0.7429995468849397,3,0.08108108108108109,0.026679871235098657
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_03,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Data-Driven Approach to Understanding Antibiotic Resistance,ai,ai,0.23075916175477773,0.7140366788453336,4,0.1111111111111111,0.027496286384663542
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_04,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthetic Biology: Data Synthesis for Biofuel Production,ai,ai,0.24381178335131928,0.6978610375938443,4,0.1111111111111111,0.02612148638702084
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_05,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Data Synthesis for Understanding Aging at the Cellular Level,ai,ai,0.3349675032605819,0.8106477412411093,7,0.21212121212121213,0.024665893674489556
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_06,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Cross-Disciplinary Analysis of Viral Evolution,ai,ai,0.33438234757063234,0.7161863291034885,6,0.17647058823529413,0.02633999919456043
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_07,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Data-Driven Approach to Understanding Stem Cell Differentiation,ai,ai,0.23775755523102302,0.751081817280645,5,0.14285714285714285,0.028770968669689076
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_08,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthetic Biology: Data Synthesis for Gene Therapy,ai,ai,0.24440088291971007,0.6586381816989815,4,0.1111111111111111,0.999999999379134
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_09,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Data Synthesis for Understanding Protein Folding,ai,ai,0.31761207366599115,0.7856482072035429,5,0.14285714285714285,0.02494672917925281
ai_generate_ideas_no_role_gpt_02,ai_generate_ideas_no_role_gpt_10,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Cross-Disciplinary Analysis of Epigenetic Regulation,ai,ai,0.29605432812188615,0.7640418936615408,4,0.1111111111111111,0.024901350797696557
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_01,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthesis of Molecular Data for Understanding Cancer Cell Metabolism,ai,ai,0.29255460483461915,0.7647795167858877,7,0.21212121212121213,0.02625262788534375
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_02,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Cross-Disciplinary Analysis of Microbiome Data for Human Health,ai,ai,0.2031750963225563,0.7260524921567731,4,0.1111111111111111,0.999999376823691
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_03,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Integration of Genomic Data for Understanding Neurodegenerative Diseases,ai,ai,0.310532304092099,0.9310892597130707,6,0.17647058823529413,0.024840682738277997
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_04,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthesis of Proteomic Data for Drug Discovery,ai,ai,0.217966115480426,0.7507943724731923,4,0.1111111111111111,0.029194580283578235
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_05,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Integration of Epigenetic Data for Understanding Aging,ai,ai,0.21007746624198165,0.7483815587216694,5,0.14285714285714285,0.9999998126396499
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_06,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Cross-Disciplinary Analysis of Metagenomic Data for Environmental Health,ai,ai,0.22027286598788157,0.7107552151474863,5,0.14285714285714285,0.029763499543499182
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_07,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthesis of Transcriptomic Data for Understanding Immune Response,ai,ai,0.28030822098651437,0.715786678105315,8,0.25,0.02775069924371093
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_08,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Integration of Metabolomic Data for Understanding Metabolic Diseases,ai,ai,0.29360037198608807,0.7962050544789552,8,0.25,0.02661383035526449
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_09,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Cross-Disciplinary Analysis of Genomic Data for Precision Medicine,ai,ai,0.22972973621744047,0.775498779602562,5,0.14285714285714285,0.027052705203331043
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_10,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthesis of Proteomic Data for Understanding Protein-Protein Interactions,ai,ai,0.24681528559120017,0.7623667000063578,5,0.14285714285714285,0.9999997418552483
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_01_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthesis of Molecular Data for Understanding Cancer Progression,ai,ai,0.31022069905610455,0.7879703890188496,5,0.14285714285714285,0.02769834913905144
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_02_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Cross-Disciplinary Approach to Unraveling the Mysteries of Neurodegenerative Diseases,ai,ai,0.5419317667283339,0.9731657158949575,9,0.2903225806451613,0.025954236498658932
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_03_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Data Synthesis for Understanding the Molecular Mechanisms of Aging,ai,ai,0.3242696479358021,0.8159592484248638,8,0.25,0.027043436278633214
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_04_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthesis of Molecular Data for Understanding the Impact of Environmental Factors on Human Health,ai,ai,0.3255707821054618,0.7987958227862124,6,0.17647058823529413,0.026792057778451398
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_05_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Data Synthesis for Understanding the Molecular Mechanisms of Drug Resistance,ai,ai,0.26735302765960434,0.7701205884540383,7,0.21212121212121213,0.027758416611995476
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_06_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Cross-Disciplinary Approach to Unraveling the Mysteries of Genetic Disorders,ai,ai,0.3240468710822735,0.7794964123713011,5,0.14285714285714285,0.9999872040668394
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_07_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Data Synthesis for Understanding the Molecular Mechanisms of Immune Response,ai,ai,0.31987933499628124,0.746390949592461,6,0.17647058823529413,0.02571940379362839
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_08_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Synthesis of Molecular Data for Understanding the Impact of Lifestyle Factors on Human Health,ai,ai,0.32216106648844844,0.7781629504842422,7,0.21212121212121213,0.9999998242813267
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_09_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Data Synthesis for Understanding the Molecular Mechanisms of Metabolic Disorders,ai,ai,0.37282923284565456,0.8163129857803149,6,0.17647058823529413,0.026062718159300762
ai_generate_ideas_no_role_gpt_02,ai_generate_diverse_ideas_gpt_10_2,Cross-Disciplinary Analysis of Neurodegenerative Diseases,Cross-Disciplinary Approach to Unraveling the Mysteries of Cardiovascular Diseases,ai,ai,0.4068632519620369,0.8116315357522211,7,0.21212121212121213,0.026835180017935882
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_01,Data-Driven Approach to Understanding Antibiotic Resistance,Synthesis of Molecular Data for Cancer Cell Evolution,ai,ai,0.20761725152072882,0.7529994990731667,4,0.1111111111111111,0.026871422675229756
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_02,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Analysis of Neurodegenerative Diseases,ai,ai,0.2307591617547771,0.7140366788453336,4,0.1111111111111111,0.027496286384663542
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_04,Data-Driven Approach to Understanding Antibiotic Resistance,Synthetic Biology: Data Synthesis for Biofuel Production,ai,ai,0.18538317453953715,0.7161128104167738,4,0.1111111111111111,0.026581292067748872
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_05,Data-Driven Approach to Understanding Antibiotic Resistance,Data Synthesis for Understanding Aging at the Cellular Level,ai,ai,0.18386219152854819,0.7051393408611704,5,0.14285714285714285,0.025217206358002425
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_06,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Analysis of Viral Evolution,ai,ai,0.217619490943161,0.7798961283957153,5,0.14285714285714285,0.026699525786200832
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_07,Data-Driven Approach to Understanding Antibiotic Resistance,Data-Driven Approach to Understanding Stem Cell Differentiation,ai,ai,0.20748348833565575,0.711882068198427,4,0.1111111111111111,0.02917033534495258
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_08,Data-Driven Approach to Understanding Antibiotic Resistance,Synthetic Biology: Data Synthesis for Gene Therapy,ai,ai,0.18524171474462625,0.7525447605180327,4,0.1111111111111111,0.02749882717195158
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_09,Data-Driven Approach to Understanding Antibiotic Resistance,Data Synthesis for Understanding Protein Folding,ai,ai,0.2226579668377467,0.7475747723567054,7,0.21212121212121213,0.02584891544831582
ai_generate_ideas_no_role_gpt_03,ai_generate_ideas_no_role_gpt_10,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Analysis of Epigenetic Regulation,ai,ai,0.19747467564521026,0.6992631103586749,5,0.14285714285714285,0.02554352931468902
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_01,Data-Driven Approach to Understanding Antibiotic Resistance,Synthesis of Molecular Data for Understanding Cancer Cell Metabolism,ai,ai,0.18416957243267743,0.7131039331757347,4,0.1111111111111111,0.026736294034512036
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_02,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Analysis of Microbiome Data for Human Health,ai,ai,0.19997501173319945,0.8066377897484629,5,0.14285714285714285,0.02737227555600967
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_03,Data-Driven Approach to Understanding Antibiotic Resistance,Integration of Genomic Data for Understanding Neurodegenerative Diseases,ai,ai,0.2679442973357336,0.752475376461716,7,0.21212121212121213,0.02489340757011294
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_04,Data-Driven Approach to Understanding Antibiotic Resistance,Synthesis of Proteomic Data for Drug Discovery,ai,ai,0.19519399729203407,0.7320469591946002,3,0.08108108108108109,0.02966559382308537
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_05,Data-Driven Approach to Understanding Antibiotic Resistance,Integration of Epigenetic Data for Understanding Aging,ai,ai,0.17973401532196698,0.6661933377934023,5,0.14285714285714285,0.027894956924315588
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_06,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Analysis of Metagenomic Data for Environmental Health,ai,ai,0.19643482295161047,0.7370941042143826,5,0.14285714285714285,0.029694232171650264
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_07,Data-Driven Approach to Understanding Antibiotic Resistance,Synthesis of Transcriptomic Data for Understanding Immune Response,ai,ai,0.16679562839758932,0.7505261719095855,6,0.17647058823529413,0.028361810887548564
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_08,Data-Driven Approach to Understanding Antibiotic Resistance,Integration of Metabolomic Data for Understanding Metabolic Diseases,ai,ai,0.1706594929063184,0.7139100684811499,4,0.1111111111111111,0.026981360400826358
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_09,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Analysis of Genomic Data for Precision Medicine,ai,ai,0.21069499816402115,0.7669201047586878,4,0.1111111111111111,0.02701482424163797
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_10,Data-Driven Approach to Understanding Antibiotic Resistance,Synthesis of Proteomic Data for Understanding Protein-Protein Interactions,ai,ai,0.1481064525481289,0.7127508023426964,4,0.1111111111111111,0.027043110738752603
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_01_2,Data-Driven Approach to Understanding Antibiotic Resistance,Synthesis of Molecular Data for Understanding Cancer Progression,ai,ai,0.16586848537202903,0.7312195783376438,3,0.08108108108108109,0.027911301441701848
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_02_2,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Approach to Unraveling the Mysteries of Neurodegenerative Diseases,ai,ai,0.27406381856662926,0.7182114807800728,6,0.17647058823529413,0.026512495222749417
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_03_2,Data-Driven Approach to Understanding Antibiotic Resistance,Data Synthesis for Understanding the Molecular Mechanisms of Aging,ai,ai,0.2037508057356832,0.7140468625716889,4,0.1111111111111111,0.9999991325042067
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_04_2,Data-Driven Approach to Understanding Antibiotic Resistance,Synthesis of Molecular Data for Understanding the Impact of Environmental Factors on Human Health,ai,ai,0.2776803225042186,0.7748775693910258,8,0.25,0.02720892478101291
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_05_2,Data-Driven Approach to Understanding Antibiotic Resistance,Data Synthesis for Understanding the Molecular Mechanisms of Drug Resistance,ai,ai,0.29378685330863596,0.8641330492354982,5,0.14285714285714285,0.027349761007847848
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_06_2,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Approach to Unraveling the Mysteries of Genetic Disorders,ai,ai,0.3134939480667311,0.757289075748421,7,0.21212121212121213,0.9999860506799855
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_07_2,Data-Driven Approach to Understanding Antibiotic Resistance,Data Synthesis for Understanding the Molecular Mechanisms of Immune Response,ai,ai,0.21278184584260934,0.7744408448274321,6,0.17647058823529413,0.026482064843179696
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_08_2,Data-Driven Approach to Understanding Antibiotic Resistance,Synthesis of Molecular Data for Understanding the Impact of Lifestyle Factors on Human Health,ai,ai,0.2700593963356848,0.7464468590759186,8,0.25,0.02717677372770335
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_09_2,Data-Driven Approach to Understanding Antibiotic Resistance,Data Synthesis for Understanding the Molecular Mechanisms of Metabolic Disorders,ai,ai,0.24037343668985245,0.7457347885831738,6,0.17647058823529413,0.9999947696724154
ai_generate_ideas_no_role_gpt_03,ai_generate_diverse_ideas_gpt_10_2,Data-Driven Approach to Understanding Antibiotic Resistance,Cross-Disciplinary Approach to Unraveling the Mysteries of Cardiovascular Diseases,ai,ai,0.2702684756687058,0.7403289879200845,8,0.25,0.9999981233017182
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_01,Synthetic Biology: Data Synthesis for Biofuel Production,Synthesis of Molecular Data for Cancer Cell Evolution,ai,ai,0.22084998671784165,0.7141190533696158,4,0.1111111111111111,0.9999993926975602
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_02,Synthetic Biology: Data Synthesis for Biofuel Production,Cross-Disciplinary Analysis of Neurodegenerative Diseases,ai,ai,0.24381178335131862,0.6978610375938443,4,0.1111111111111111,0.02612148638702084
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_03,Synthetic Biology: Data Synthesis for Biofuel Production,Data-Driven Approach to Understanding Antibiotic Resistance,ai,ai,0.18538317453953718,0.7161128104167738,4,0.1111111111111111,0.026581292067748872
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_05,Synthetic Biology: Data Synthesis for Biofuel Production,Data Synthesis for Understanding Aging at the Cellular Level,ai,ai,0.19919485978756732,0.7269084255401901,3,0.08108108108108109,0.023797947399301838
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_06,Synthetic Biology: Data Synthesis for Biofuel Production,Cross-Disciplinary Analysis of Viral Evolution,ai,ai,0.22268988467732834,0.6942813679785486,5,0.14285714285714285,0.02541459025595061
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_07,Synthetic Biology: Data Synthesis for Biofuel Production,Data-Driven Approach to Understanding Stem Cell Differentiation,ai,ai,0.19137759368036808,0.7208786526837239,5,0.14285714285714285,0.027705606224283363
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_08,Synthetic Biology: Data Synthesis for Biofuel Production,Synthetic Biology: Data Synthesis for Gene Therapy,ai,ai,0.2671731497108806,0.7601052381978407,5,0.14285714285714285,0.02583346769110768
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_09,Synthetic Biology: Data Synthesis for Biofuel Production,Data Synthesis for Understanding Protein Folding,ai,ai,0.2393336125375846,0.7301396730815063,6,0.17647058823529413,0.024260927371710567
ai_generate_ideas_no_role_gpt_04,ai_generate_ideas_no_role_gpt_10,Synthetic Biology: Data Synthesis for Biofuel Production,Cross-Disciplinary Analysis of Epigenetic Regulation,ai,ai,0.22013481473831706,0.7091148087407124,5,0.14285714285714285,0.9999980733144663
ai_generate_ideas_no_role_gpt_04,ai_generate_diverse_ideas_gpt_01,Synthetic Biology: Data Synthesis for Biofuel Production,Synthesis of Molecular Data for Understanding Cancer Cell Metabolism,ai,ai,0.28479698742899157,0.7954935023396073,6,0.17647058823529413,0.9999997354031414
ai_generate_ideas_no_role_gpt_04,ai_generate_diverse_ideas_gpt_02,Synthetic Biology: Data Synthesis for Biofuel Production,Cross-Disciplinary Analysis of Microbiome Data for Human Health,ai,ai,0.21733167044675708,0.7446538031100722,5,0.14285714285714285,0.026075443729170977
ai_generate_ideas_no_role_gpt_04,ai_generate_diverse_ideas_gpt_03,Synthetic Biology: Data Synthesis for Biofuel Production,Integration of Genomic Data for Understanding Neurodegenerative Diseases,ai,ai,0.2180167073190507,0.6801107026372464,5,0.14285714285714285,0.02425420155671164
ai_generate_ideas_no_role_gpt_04,ai_generate_diverse_ideas_gpt_04,Synthetic Biology: Data Synthesis for Biofuel Production,Synthesis of Proteomic Data for Drug Discovery,ai,ai,0.1966211455932989,0.7049959486775268,2,0.05263157894736842,0.02812244588248177
